MNFID,CMDID,ITEMID,RECPQTY_COLIS
16422,73430972,7663667,285
16422,73430972,7663667,285
16422,73430972,7663667,83
16422,73430968,7628135,320
16422,73430968,7628135,320
16422,73430968,7628135,320
16422,73430968,7628135,320
16422,73430968,7628135,320
16422,73430968,7628135,88
16422,73392208,7628072,168
16422,73392208,7628072,26
16422,73430968,7627887,144
16422,73430968,7627887,137
16422,73430968,7627882,289
16422,73430971,7626922,440
16422,73430971,7626922,77
16422,73430971,7626938,440
16422,73430971,7626938,243
16422,73392208,7626898,210
16422,73392208,7626898,210
16422,73392208,7626898,210
16422,73392208,7626898,90
16422,73392208,7626891,210
16422,73392208,7626891,210
16422,73392208,7626891,28
16422,73430971,7626932,440
16422,73430971,7626932,132
16422,73430971,7626929,440
16422,73430971,7626929,55
16422,73430971,7626935,440
16422,73430971,7626935,166
16422,73430968,7628300,289
16422,73430968,7628298,145
16422,73430968,7628298,144
16422,73392208,7628074,193
16422,73181022,5115024,189
16422,73182085,5115974,80
16422,73182085,5115974,80
16422,73182085,5115974,80
16422,73182085,5115974,80
16422,73182085,5115974,80
16422,73182085,5115974,80
16422,73182085,5115974,80
16422,73182085,5115974,34
16422,73181022,5114962,342
16422,73181022,5114962,204
16422,73181022,5114962,23
16422,73182085,5115784,60
16422,73182085,5115784,60
16422,73182085,5115784,43
16422,73182085,5115784,27
16422,73181022,5114541,342
16422,73181022,5114541,342
16422,73181022,5114541,221
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,80
16422,73182085,5116266,19
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,80
16422,73182085,5116173,36
16422,73182085,7627983,80
16422,73182085,7627983,80
16422,73182085,7627983,80
16422,73182085,7627983,80
16422,73182085,7627983,64
16422,73182085,7627985,80
16422,73182085,7627985,80
16422,73182085,7627985,80
16422,73182085,7627985,42
16422,73181022,7626705,296
16422,73181022,7626705,76
16422,73181022,7626703,342
16422,73181022,7626703,122
16422,73181022,7626713,342
16422,73181022,7626713,31
16422,73181022,7626711,251
16422,73181022,7626707,342
16422,73181022,7626707,305
16422,73181022,7626694,158
16422,73181022,7626696,117
16422,73181022,7626709,325
16422,73182085,7628017,108
16422,73190610,5121475,4
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,8
16422,73190610,7628311,7
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,5
16422,73430969,7627208,26
16422,73430969,7627208,26
16422,73430969,7627208,26
16422,73430969,7627208,26
16422,73430969,7627208,7
16422,73430969,7627211,88
16422,73430969,7627211,35
16422,73430969,7627220,35
16422,73430969,7627220,35
16422,73430969,7627220,35
16422,73430969,7627220,6
16422,73430969,7627205,40
16422,73430969,7627205,40
16422,73430969,7627205,31
16422,73182085,7628020,48
16422,73182085,7628020,48
16422,73182085,7628020,48
16422,73182085,7628020,48
16422,73182085,7628020,48
16422,73182085,7628020,48
16422,73182085,7628020,48
16422,73182085,7628020,4
16422,73182085,7628003,60
16422,73182085,7628003,57
16422,73182085,7628001,80
16422,73182085,7628001,80
16422,73182085,7628001,80
16422,73182085,7628001,11
16422,73182085,7628007,84
16422,73182085,7628007,84
16422,73182085,7628007,84
16422,73182085,7628007,84
16422,73182085,7628007,48
16422,73182085,7628029,108
16422,73182085,7628029,108
16422,73182085,7628029,108
16422,73182085,7628029,26
16422,73182085,7628029,16
16422,73182085,7628011,84
16422,73182085,7628011,84
16422,73182085,7628011,84
16422,73182085,7628011,58
16422,73182085,7628011,53
16422,73182085,7627987,80
16422,73182085,7627987,80
16422,73182085,7627987,80
16422,73182085,7627987,80
16422,73182085,7627987,80
16422,73182085,7627987,40
16422,73182085,7628026,65
16422,73182085,7628026,55
16422,73182085,7628026,57
16422,73182085,7628013,72
16422,73182085,7628013,72
16422,73182085,7628013,22
16422,73182085,7628013,11
16422,73182085,7628032,189
16422,73182085,7628032,189
16422,73182085,7628032,47
16422,73182085,7628035,50
16422,73182085,7628035,50
16422,73182085,7628035,50
16422,73182085,7628035,50
16422,73182085,7628035,50
16422,73182085,7628035,50
16422,73182085,7628035,50
16422,73182085,7628035,72
16422,73182085,7628035,72
16422,73182085,7628035,46
16422,73182085,7628035,6
16422,73182085,7628023,60
16422,73182085,7628023,60
16422,73182085,7628023,60
16422,73182085,7628023,60
16422,73182085,7628023,49
16422,73182085,7627989,80
16422,73182085,7627989,80
16422,73182085,7627989,80
16422,73182085,7627989,80
16422,73182085,7627989,30
16422,73182085,7627981,80
16422,73182085,7627981,80
16422,73182085,7627981,80
16422,73182085,7627981,80
16422,73182085,7627981,30
16422,73182085,7627999,80
16422,73182085,7627999,80
16422,73182085,7627999,80
16422,73182085,7627999,18
16422,73182085,7628005,60
16422,73182085,7628005,57
16422,73182085,7628009,84
16422,73182085,7628009,84
16422,73182085,7628009,84
16422,73182085,7628009,30
16422,73181022,7626718,120
16422,73181022,7626718,78
16422,73181022,7626716,118
16422,73181022,7626716,133
16422,73182085,7628038,315
16422,73182085,7628038,36
16422,73182085,5115391,84
16422,73182085,5115391,84
16422,73182085,5115391,84
16422,73182085,5115391,84
16422,73182085,5115391,84
16422,73182085,5115391,84
16422,73182085,5115391,59
16422,73182085,5115518,72
16422,73182085,5115518,72
16422,73182085,5115518,58
16422,73181022,5115258,119
16422,73181022,5115258,119
16422,73181022,5115258,1
16422,73181903,7627024,70
16422,73181903,7627024,70
16422,73181903,7627024,70
16422,73181903,7627024,26
16422,73181903,7627106,24
16422,73181903,7627106,24
16422,73181903,7627106,24
16422,73181903,7627106,24
16422,73181903,7627106,24
16422,73181903,7627106,24
16422,73181903,7627106,24
16422,73181903,7627106,7
16422,73181903,7627051,100
16422,73181903,7627051,77
16422,73181903,7627125,70
16422,73181903,7627125,70
16422,73181903,7627125,24
16422,73181903,7627027,70
16422,73181903,7627027,70
16422,73181903,7627027,25
16422,73181903,7627146,100
16422,73181903,7627146,53
16422,73181903,7627034,24
16422,73181903,7627034,24
16422,73181903,7627034,24
16422,73181903,7627034,24
16422,73181903,7627034,24
16422,73181903,7627034,24
16422,73181903,7627034,21
16422,73181903,7627134,100
16422,73181903,7627134,100
16422,73181903,7627134,57
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,24
16422,73181903,7627029,17
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,24
16422,73181903,7627035,18
16422,73181903,7627021,70
16422,73181903,7627021,70
16422,73181903,7627021,70
16422,73181903,7627021,36
16422,73181903,7627143,100
16422,73181903,7627143,100
16422,73181903,7627143,56
16422,73432153,7627189,91
16422,73432153,7627189,91
16422,73432153,7627189,81
16422,73432153,7627195,91
16422,73432153,7627195,89
16422,73432153,7627192,65
16422,73432153,7627192,65
16422,73432153,7627192,65
16422,73432153,7627192,65
16422,73432153,7627192,65
16422,73432153,7627192,62
16422,73432153,7627186,65
16422,73432153,7627186,65
16422,73432153,7627186,65
16422,73432153,7627186,65
16422,73432153,7627186,65
16422,73432153,7627186,65
16422,73432153,7627186,41
16422,73432152,7626482,48
16422,73432152,7626482,48
16422,73432152,7626482,33
16422,73432152,7626491,168
16422,73432152,7626491,94
16422,73432152,7626488,309
16422,73432152,7626475,48
16422,73432152,7626475,48
16422,73432152,7626475,48
16422,73432152,7626475,48
16422,73432152,7626475,48
16422,73432152,7626475,30
16422,73432152,7626494,168
16422,73432152,7626494,168
16422,73432152,7626494,27
16422,73432152,7626468,48
16422,73432152,7626468,48
16422,73432152,7626468,48
16422,73432152,7626468,33
16422,73432152,7626479,48
16422,73432152,7626479,48
16422,73432152,7626479,45
16422,73432152,7626485,215
16422,73220582,7632550,56
16422,73220582,7632550,56
16422,73220582,7632550,56
16422,73220582,7632550,27
16422,73220582,7632542,112
16422,73220582,7632542,58
16422,73220582,7632545,64
16422,73220582,7632545,64
16422,73220582,7632545,64
16422,73220582,7632545,46
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,12
16422,73190610,7628314,6
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,8
16422,73182087,7627959,6
16422,73181904,7627109,64
16422,73181904,7627109,64
16422,73181904,7627109,64
16422,73181904,7627109,64
16422,73181904,7627109,64
16422,73181904,7627109,35
16422,73181904,7627096,40
16422,73181904,7627096,40
16422,73181904,7627096,40
16422,73181904,7627096,40
16422,73181904,7627096,40
16422,73181904,7627096,40
16422,73181904,7627096,40
16422,73181904,7627096,22
16422,73301482,7627137,64
16422,73301482,7627137,64
16422,73301482,7627137,64
16422,73301482,7627137,64
16422,73301482,7627137,64
16422,73301482,7627137,64
16422,73301482,7627137,38
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,64
16422,73181904,7627114,40
16422,73181904,7627114,38
16422,73181904,7627112,64
16422,73181904,7627112,64
16422,73181904,7627112,64
16422,73181904,7627112,64
16422,73181904,7627112,64
16422,73181904,7627112,64
16422,73181904,7627112,64
16422,73181904,7627112,64
16422,73181904,7627112,49
16422,73181904,7627102,40
16422,73181904,7627102,40
16422,73181904,7627102,40
16422,73181904,7627102,40
16422,73181904,7627102,40
